video_name,cq,vmaf,output_size,bitrate,metrics_avg_motion,metrics_avg_edge_density,metrics_avg_texture,metrics_avg_temporal_information,metrics_avg_spatial_information,metrics_avg_color_complexity,metrics_scene_change_count,metrics_avg_motion_variance,metrics_avg_grain_noise,metrics_frame_rate,metrics_resolution
720p50_parkrun_ter_segment_001.mp4,15,97.58,26.01,69.91,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
720p50_parkrun_ter_segment_001.mp4,20,97.04,16.01,41.94,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
720p50_parkrun_ter_segment_001.mp4,25,94.7,7.21,16.56,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
720p50_parkrun_ter_segment_001.mp4,30,94.09,6.17,13.11,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
720p50_parkrun_ter_segment_001.mp4,35,90.13,3.92,8.74,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
720p50_parkrun_ter_segment_001.mp4,40,84.42,2.49,6.99,0.5,0.25,7.47,12.64,130.57,7.52,1,0.13,18.31,50,"(1280, 720)"
720p50_shields_ter_segment_000.mp4,10,99.93,40.07,85.02,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_000.mp4,15,99.92,21.83,44.49,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_000.mp4,20,99.89,12.98,24.67,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_000.mp4,25,99.85,7.44,11.65,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_000.mp4,30,99.79,4.37,7.67,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_000.mp4,35,99.75,2.59,2.83,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_000.mp4,40,99.6,1.61,0,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_001.mp4,10,99.55,39.46,77.8,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_001.mp4,15,99.17,21.5,44.94,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_001.mp4,20,98.68,12.92,21.59,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_001.mp4,25,98.34,7.34,10.49,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_001.mp4,30,97.64,4.34,3.88,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_001.mp4,35,96.58,2.53,3.28,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p50_shields_ter_segment_001.mp4,40,94,1.49,0,0.79,0.15,7.05,12.47,104.77,6.9,0,0.48,11,50,"(1280, 720)"
720p5994_stockholm_ter_segment_000.mp4,10,99.95,51.05,97.77,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_000.mp4,15,99.93,27.42,65.18,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_000.mp4,20,99.76,15.84,29.01,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_000.mp4,25,99.19,7.44,14.37,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_000.mp4,30,98.78,5.36,7.62,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_000.mp4,35,97.83,2.98,3.93,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_000.mp4,40,95.94,1.62,0,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_001.mp4,10,99.59,49.95,99.92,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_001.mp4,15,99.25,26.86,60.52,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_001.mp4,20,98.38,15.65,27.93,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_001.mp4,25,97.38,7.49,15.71,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_001.mp4,30,96.81,5.16,6.8,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_001.mp4,35,95.69,2.86,4.49,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
720p5994_stockholm_ter_segment_001.mp4,40,93.75,1.6,0,0.59,0.14,7.53,12.79,94.53,7.49,0,0.32,9.74,60,"(1280, 720)"
akiyo_cif_segment_000.mp4,10,97.57,1.23,2.06,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_000.mp4,15,97.32,0.72,1.2,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_000.mp4,20,97.01,0.46,0.76,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_000.mp4,25,96.46,0.28,0.46,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_000.mp4,30,95.57,0.16,0.27,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_000.mp4,35,94.09,0.1,0.17,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_000.mp4,40,91.89,0.07,0.11,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_001.mp4,10,97.59,1.23,2.05,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_001.mp4,15,97.34,0.72,1.2,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_001.mp4,20,97.03,0.45,0.76,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_001.mp4,25,96.48,0.27,0.45,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_001.mp4,30,95.52,0.16,0.26,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_001.mp4,35,94.11,0.1,0.16,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
akiyo_cif_segment_001.mp4,40,91.75,0.06,0.1,0.05,0.07,7.3,2.24,85.53,7.15,0,0.08,6.61,30,"(352, 288)"
blue_sky_1080p25_segment_000.mp4,10,99.97,29.61,0,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
blue_sky_1080p25_segment_000.mp4,15,99.97,17.08,30.58,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
blue_sky_1080p25_segment_000.mp4,20,99.97,10.29,16.13,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
blue_sky_1080p25_segment_000.mp4,25,99.96,6.19,10.49,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
blue_sky_1080p25_segment_000.mp4,30,99.96,3.7,0,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
blue_sky_1080p25_segment_000.mp4,35,99.94,2.26,0,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
blue_sky_1080p25_segment_000.mp4,40,99.71,1.45,0,2.49,0.09,7.09,30.93,116.83,6.87,0,2.18,6.51,25,"(1920, 1080)"
bowing_cif_segment_000.mp4,10,98.89,1.61,2.7,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_000.mp4,15,98.65,0.87,1.46,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_000.mp4,20,98.42,0.51,0.85,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_000.mp4,25,98.04,0.28,0.47,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_000.mp4,30,97.4,0.16,0.27,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_000.mp4,35,96.15,0.1,0.18,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_000.mp4,40,93.97,0.07,0.12,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_001.mp4,10,98.24,1.49,2.49,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_001.mp4,15,97.88,0.82,1.37,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_001.mp4,20,97.7,0.47,0.8,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_001.mp4,25,97.28,0.23,0.39,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_001.mp4,30,96.54,0.13,0.21,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_001.mp4,35,95.17,0.08,0.13,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bowing_cif_segment_001.mp4,40,92.69,0.05,0.09,0.47,0.11,6.86,5.07,85.38,6.91,0,0.69,7.31,30,"(352, 288)"
bridge_close_cif_segment_000.mp4,10,97.47,3.01,5.05,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_000.mp4,15,96.6,1.71,2.87,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_000.mp4,20,95.8,1,1.68,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_000.mp4,25,94.8,0.6,1,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_000.mp4,30,93.36,0.35,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_000.mp4,35,91.59,0.22,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_000.mp4,40,88.97,0.14,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_001.mp4,10,97.48,3,5.03,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_001.mp4,15,96.65,1.7,2.85,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_001.mp4,20,95.81,0.99,1.66,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_001.mp4,25,94.85,0.59,1,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_001.mp4,30,93.56,0.34,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_001.mp4,35,91.82,0.22,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_001.mp4,40,89.26,0.13,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_002.mp4,10,97.45,2.98,5,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_002.mp4,15,96.53,1.71,2.86,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_002.mp4,20,95.68,1,1.68,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_002.mp4,25,94.66,0.6,1.01,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_002.mp4,30,93.25,0.35,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_002.mp4,35,91.25,0.22,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_002.mp4,40,88.76,0.14,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_003.mp4,10,97.5,2.95,4.95,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_003.mp4,15,96.54,1.66,2.78,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_003.mp4,20,95.62,0.98,1.64,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_003.mp4,25,94.67,0.58,0.98,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_003.mp4,30,93.2,0.34,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_003.mp4,35,91.25,0.21,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_003.mp4,40,88.5,0.13,0.22,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_004.mp4,10,97.48,2.98,4.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_004.mp4,15,96.57,1.67,2.8,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_004.mp4,20,95.78,0.98,1.65,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_004.mp4,25,94.88,0.58,0.97,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_004.mp4,30,93.65,0.34,0.57,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_004.mp4,35,92.03,0.21,0.35,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_004.mp4,40,89.44,0.13,0.22,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_005.mp4,10,97.46,2.97,4.98,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_005.mp4,15,96.59,1.67,2.8,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_005.mp4,20,95.8,0.97,1.63,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_005.mp4,25,94.83,0.57,0.96,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_005.mp4,30,93.6,0.34,0.56,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_005.mp4,35,91.99,0.21,0.35,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_005.mp4,40,89.9,0.13,0.22,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_007.mp4,10,97.45,2.98,5,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_007.mp4,15,96.56,1.69,2.83,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_007.mp4,20,95.65,0.99,1.66,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_007.mp4,25,94.66,0.59,0.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_007.mp4,30,93.27,0.35,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_007.mp4,35,91.28,0.22,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_007.mp4,40,88.89,0.14,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_008.mp4,10,97.42,3,5.02,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_008.mp4,15,96.54,1.7,2.85,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_008.mp4,20,95.61,0.99,1.67,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_008.mp4,25,94.62,0.59,0.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_008.mp4,30,93.26,0.35,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_008.mp4,35,91.5,0.22,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_008.mp4,40,88.84,0.13,0.22,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_009.mp4,10,97.4,2.98,4.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_009.mp4,15,96.51,1.7,2.85,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_009.mp4,20,95.61,1,1.67,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_009.mp4,25,94.67,0.59,0.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_009.mp4,30,93.31,0.35,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_009.mp4,35,91.43,0.21,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_009.mp4,40,88.83,0.13,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_010.mp4,10,97.37,2.98,5,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_010.mp4,15,96.51,1.7,2.85,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_010.mp4,20,95.66,0.99,1.66,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_010.mp4,25,94.7,0.59,0.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_010.mp4,30,93.24,0.34,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_010.mp4,35,91.49,0.21,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_010.mp4,40,89.04,0.13,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_011.mp4,10,97.4,2.99,5.01,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_011.mp4,15,96.48,1.7,2.85,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_011.mp4,20,95.6,0.99,1.66,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_011.mp4,25,94.58,0.59,0.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_011.mp4,30,93.23,0.35,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_011.mp4,35,91.21,0.21,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_011.mp4,40,88.91,0.14,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_012.mp4,10,97.39,3,5.02,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_012.mp4,15,96.48,1.7,2.85,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_012.mp4,20,95.59,1,1.67,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_012.mp4,25,94.6,0.59,0.99,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_012.mp4,30,93.11,0.35,0.58,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_012.mp4,35,91.1,0.22,0.36,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_close_cif_segment_012.mp4,40,88.54,0.13,0.23,0.05,0.1,6.61,2.27,85.25,6.55,0,0.06,8.98,30,"(352, 288)"
bridge_far_cif_segment_000.mp4,10,97.11,2.87,4.82,0.05,0.04,6.88,1.39,66.92,6.56,0,0.06,5.24,30,"(352, 288)"
